featureId,pricingModel,billingUnit,currency,basePrice,unitPrice,costPrice,minimumCharge,maximumCharge,setupFee,billingCycle,taxInclusive,effectiveFrom,effectiveTo,isActive,metadata
1e27e8a9-1f56-4023-9529-59fd1d32b3ae,FLAT_RATE,TENANT_MONTH,INR,50.0000,0.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""AADHAR_PROOF_DOCUMENT"",""featureName"":""Aadhar Proof Document Upload"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Document upload/retention capability; not an Aadhaar verification charge."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
34c95abc-1310-45d0-9f04-303710e63073,USAGE_BASED,VERIFICATION,INR,0.0000,5.0000,2.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""PAN_VERIFICATION"",""featureName"":""PAN Verification"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""HIGH"",""source"":""https://signcare.io/pricing"",""note"":""Published PAN verification benchmark ₹2/check."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
5d2c892b-8a10-40fe-abdd-ab79028ec1b4,FLAT_RATE,TENANT_MONTH,INR,50.0000,0.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""PAN_PROOF_DOCUMENT"",""featureName"":""PAN Proof Document Upload"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Document upload/retention capability."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
2c8650db-3447-4aee-8b57-80881ee63014,USAGE_BASED,VERIFICATION,INR,0.0000,7.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""DRIVING_LICENCE_VERIFICATION"",""featureName"":""Driving License Verification"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""HIGH"",""source"":""https://signcare.io/pricing"",""note"":""Published driving licence verification benchmark ₹3/check."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
8e3ac0a6-2fce-4aa4-8da2-36ea79bc2270,FLAT_RATE,TENANT_MONTH,INR,50.0000,0.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""DRIVING_LICENCE_PROOF_DOCUMENT"",""featureName"":""Driving License Proof Document Upload"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Document upload/retention capability."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
8f2a2904-3501-4869-84a1-1baf8904e9dd,USAGE_BASED,VERIFICATION,INR,0.0000,799.0000,500.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""BACKGROUND_VERIFICATION"",""featureName"":""Background Verification"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":""https://mploychek.com/background-verification-cost-india/"",""note"":""Basic-to-standard rider BGV placeholder. 2026 market pricing varies widely by checks and TAT."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
de91139e-4200-4320-b41f-d65b1e4b7ac3,USAGE_BASED,VERIFICATION,INR,0.0000,599.0000,350.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""POLICE_VERIFICATION"",""featureName"":""Police Verification"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""LOW"",""source"":""https://haryanapolice.gov.in/CitizenServiceFee/Citizen%20Services/PSARA1"",""note"":""Service-assisted police verification. Government fee alone is much lower; vendor/field costs vary by state."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
41a35458-de54-4cef-94b6-aa6588843bb0,USAGE_BASED,VERIFICATION,INR,0.0000,6.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""BANK_VERIFICATION"",""featureName"":""Bank Verification"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""HIGH"",""source"":""https://www.cashfree.com/bank-account-verification/"",""note"":""Cashfree publishes ₹3 per bank account/IFSC verification."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
f4e8cdb3-99e1-4b12-ae4e-3220214c32d3,FLAT_RATE,TENANT_MONTH,INR,50.0000,0.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""BANK_PROOF_DOCUMENT"",""featureName"":""BANK Proof Document Upload"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Document upload/retention capability."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
4fe2645e-3c81-48e5-a949-a3099ff82430,USAGE_BASED,VERIFICATION,INR,0.0000,249.0000,120.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""REFERENCE_CHECK"",""featureName"":""User reference check"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":""https://mploychek.com/background-verification-cost-india/"",""note"":""Manual reference check; 2026 India benchmark commonly ₹100–₹300/check."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
b0b1e3f8-b9c9-45a0-885b-6b0289a49282,USAGE_BASED,VERIFICATION,INR,0.0000,20.0000,5.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""EMERGENCY_CONTACT"",""featureName"":""Emergency contact information"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""LOW"",""source"":null,""note"":""Assumes OTP/contact confirmation. If only data capture, this should be bundled with zero per-use charge."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
89418907-cee7-428f-844f-748062364c2f,FLAT_RATE,TENANT_MONTH,INR,99.0000,0.0000,5.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""MEDICAL_DECLARATION"",""featureName"":""Consent for medical declaration"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Consent/workflow feature; no external medical verification included."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
25fbf3d7-9ff9-48de-af01-6cb3564af13f,FLAT_RATE,TENANT_MONTH,INR,50.0000,0.0000,3.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""MEDICAL_PROOF_DOCUMENT"",""featureName"":""Medical Proof Document Upload"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Document upload/retention capability."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
926e7d41-917f-4a12-8fb5-784bffa6a9a9,USAGE_BASED,USER,INR,0.0000,5.0000,2.5000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""UPI_CAPTURE"",""featureName"":""Capture the UPI of the user"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""HIGH"",""source"":""https://signcare.io/pricing"",""note"":""Priced as VPA/UPI validation. If only capture/storage, set usage cost close to zero and bundle it."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
cbba9954-bb48-4886-b2d8-a392de02134b,USAGE_BASED,MANDATE,INR,0.0000,25.0000,15.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""NACH_EMANDATE"",""featureName"":""NACH E-mandate of the user"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""HIGH"",""source"":""https://www.cashfree.com/payment-gateway-charges/"",""note"":""Current public Cashfree NACH e-mandate charges imply roughly ₹15 for platform + mandate creation/presentation."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
0ba131c6-2a3e-4fb4-8a07-cab991fe195e,FLAT_RATE,TENANT_MONTH,INR,99.0000,0.0000,5.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""INSURANCE_NOMINEE"",""featureName"":""Declaration of nominee of insurance"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Nominee declaration/data-capture workflow. Insurance premium/registration fees excluded."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
037f33e6-c017-453e-b41a-cf83c261a019,USAGE_BASED,SIGNATURE,INR,0.0000,20.0000,12.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""AGREEMENT_E_SIGN"",""featureName"":""E-Sign the agreement"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""HIGH"",""source"":""https://signcare.io/pricing"",""note"":""Aadhaar eSign benchmark ₹12/sign; other public providers quote roughly ₹15–₹25."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
f55cf37e-7499-427c-b0ae-7d7d08f43f11,FLAT_RATE,TENANT_MONTH,INR,499.0000,0.0000,50.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""TRAINING"",""featureName"":""Training Module"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Basic rider training/LMS module enablement. Instructor/content production cost excluded."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
2c2ae366-bc48-4d75-85eb-be183fe69c37,FLAT_RATE,TENANT_MONTH,INR,249.0000,0.0000,20.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""PDI_CHECKLIST"",""featureName"":""PDI Checklist for rider"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Pre-delivery inspection checklist workflow, audit trail and result capture."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
a04c63ef-ff7b-45b4-b7e2-8b82bf0fbf50,USAGE_BASED,DEVICE,INR,99.0000,5.0000,1.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""DEVICE_PAIRING"",""featureName"":""Device Pairing"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Provisioning/pairing fee. IoT connectivity and message charges should be priced separately."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
d5f6696b-9e50-4607-835f-2a1f5ea47ce8,FLAT_RATE,TENANT_MONTH,INR,99.0000,0.0000,5.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""HUB_SELECTION"",""featureName"":""Hub Selection"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Operational workflow for selecting/assigning hubs."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
098aa250-a862-48ce-9de5-6c7cbcc40917,FLAT_RATE,TENANT_MONTH,INR,199.0000,0.0000,10.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""SECURITY_DEPOSIT"",""featureName"":""Security Deposit for Vehicle"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Deposit-management feature only. Deposit amount is customer money; PG/MDR excluded."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
42e6645a-663f-47a2-a8ee-c2a2fde786d0,FLAT_RATE,TENANT_MONTH,INR,99.0000,0.0000,5.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""ON_BOARDING_FEES"",""featureName"":""Rider On-boarding Fees"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Configuration/workflow to levy rider onboarding fees; payment processing excluded."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
29884618-536b-43dd-9609-9992ad69d31e,FLAT_RATE,TENANT_MONTH,INR,149.0000,0.0000,10.0000,,,0.00,MONTHLY,false,2026-09-13T00:00:00+05:30,,true,"{""featureCode"":""PLAN_SELECTION"",""featureName"":""Vehicle Rental Plan Selection"",""marketBasis"":""India 2026 market benchmark / EVs Eye recommended sell price"",""confidence"":""MEDIUM"",""source"":null,""note"":""Rental-plan catalogue and selection workflow; billing engine not included."",""gstNote"":""Prices exclusive of GST; taxInclusive=false.""}"
