id,categoryId,code,name,subCategory,description,energyType,usageType,status,createdAt,updatedAt,createdBy,updatedBy
61759aec-a938-49db-88fd-c8464ad55528,c00dd8b6-102b-487a-a15c-af4f9d1293a2,THREE_WHEELER_GOODS_LPG,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,LPG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
fe7eef66-607c-4e78-a921-9ae3dfc694c9,c00dd8b6-102b-487a-a15c-af4f9d1293a2,THREE_WHEELER_GOODS_ELECTRIC,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
8d32a447-504d-486e-bee0-2d6b43e5d2c4,c00dd8b6-102b-487a-a15c-af4f9d1293a2,THREE_WHEELER_PERSONAL_PETROL,Three Wheeler Personal,PERSONAL_3W,Three-wheeler registered or configured primarily for personal use.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
a1f1062e-32b7-4efb-ae44-ffd7d9e8096f,c00dd8b6-102b-487a-a15c-af4f9d1293a2,THREE_WHEELER_PERSONAL_ELECTRIC,Three Wheeler Personal,PERSONAL_3W,Three-wheeler registered or configured primarily for personal use.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4850e9fa-0571-4a50-9895-cb5b13b859b0,c00dd8b6-102b-487a-a15c-af4f9d1293a2,E_RICKSHAW_ELECTRIC,E-Rickshaw,E_RICKSHAW,Battery-operated three-wheeler intended primarily for last-mile passenger connectivity.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
5edc5b59-fd01-4323-81bd-9024e72bbe64,c00dd8b6-102b-487a-a15c-af4f9d1293a2,E_CART_ELECTRIC,E-Cart,E_CART,Battery-operated three-wheeler intended primarily for goods and last-mile cargo movement.,ELECTRIC,DELIVERY,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
b3c0cf12-a0e5-45d6-ad65-84ea977e634e,6d24cb87-fd6f-45c4-9623-fd339a4464ae,HATCHBACK_PETROL,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
62bd8039-43c0-4f42-a2a9-ca95828a119a,6d24cb87-fd6f-45c4-9623-fd339a4464ae,HATCHBACK_DIESEL,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
04e6f9b9-3b19-45fe-98d0-4316889b5744,6d24cb87-fd6f-45c4-9623-fd339a4464ae,HATCHBACK_CNG,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
b5425363-eac7-448a-a0a7-d37aeedff9b5,6d24cb87-fd6f-45c4-9623-fd339a4464ae,HATCHBACK_ELECTRIC,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c501d14f-b0fe-4afe-b5e1-7d6d2e7ecf17,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SEDAN_PETROL,Sedan,PASSENGER_CAR,Passenger car with a separate boot/trunk compartment.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
fc98b330-1a2f-4267-b5f8-7ccef5580bce,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SEDAN_DIESEL,Sedan,PASSENGER_CAR,Passenger car with a separate boot/trunk compartment.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
9505d112-7a75-4acb-ab88-e189f2493fc7,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SEDAN_CNG,Sedan,PASSENGER_CAR,Passenger car with a separate boot/trunk compartment.,CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
f345a1b8-1097-48d3-8cf6-c9d785adf47e,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SEDAN_ELECTRIC,Sedan,PASSENGER_CAR,Passenger car with a separate boot/trunk compartment.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
37599e22-b7ee-44bf-80c8-0817914294ce,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SEDAN_HYBRID,Sedan,PASSENGER_CAR,Passenger car with a separate boot/trunk compartment.,HYBRID,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
6beeb61b-c14e-445e-9bb6-b1b3abe5e2c6,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SUV_PETROL,SUV,PASSENGER_CAR,"Sport utility vehicle for personal, fleet and mixed-road use.",PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
6e80dc2a-f579-4498-95f3-975f50ed543c,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SUV_DIESEL,SUV,PASSENGER_CAR,"Sport utility vehicle for personal, fleet and mixed-road use.",DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
92d6aedb-edf3-48d3-86d4-f613c80b03d2,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SUV_CNG,SUV,PASSENGER_CAR,"Sport utility vehicle for personal, fleet and mixed-road use.",CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
fad5bbb5-d199-46af-bf72-0b99b06d6777,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SUV_ELECTRIC,SUV,PASSENGER_CAR,"Sport utility vehicle for personal, fleet and mixed-road use.",ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
96f1ed23-9c11-4ea1-8ad7-1531d2cac216,6d24cb87-fd6f-45c4-9623-fd339a4464ae,SUV_HYBRID,SUV,PASSENGER_CAR,"Sport utility vehicle for personal, fleet and mixed-road use.",HYBRID,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
24fd872c-0040-4d63-bf1c-a5bd8b793f4c,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MUV_PETROL,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
9101853c-f1ba-4987-a6e8-2d6b46cbbfeb,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MUV_DIESEL,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4b5be2c6-95c7-417e-8806-e495b6270dde,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MUV_CNG,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c2d1b3c5-332a-4e8d-ad67-b25b37870cb3,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MUV_HYBRID,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,HYBRID,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
7cff6bfd-8431-41de-b423-df439f51c80f,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MPV_PETROL,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4a1c7023-f471-4bf4-826a-afba9b4e62c1,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MPV_DIESEL,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
5283f239-07b7-4faf-a82a-ce9d93a9489f,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MPV_CNG,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
494b19ff-3829-45b1-88a2-b1e6f2836c02,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MPV_ELECTRIC,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
65314d4f-4f66-435e-8b21-9db816437e28,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MPV_HYBRID,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,HYBRID,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
da5de4e7-50a4-4448-b66f-bcd94c5a9045,6d24cb87-fd6f-45c4-9623-fd339a4464ae,COUPE_PETROL,Coupe,PASSENGER_CAR,Passenger car with coupe-style body configuration.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
12a9eae8-501f-47c5-98b6-6ead53eef836,6d24cb87-fd6f-45c4-9623-fd339a4464ae,COUPE_ELECTRIC,Coupe,PASSENGER_CAR,Passenger car with coupe-style body configuration.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
1c88715a-614e-4254-a6c2-d69613625a55,6d24cb87-fd6f-45c4-9623-fd339a4464ae,CONVERTIBLE_PETROL,Convertible,PASSENGER_CAR,Passenger car with retractable or removable roof.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
5fd14428-5b27-4075-9620-54fb1c746209,6d24cb87-fd6f-45c4-9623-fd339a4464ae,CONVERTIBLE_ELECTRIC,Convertible,PASSENGER_CAR,Passenger car with retractable or removable roof.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
1c228ded-108d-49d0-8589-1b19f82c85a3,6d24cb87-fd6f-45c4-9623-fd339a4464ae,STATION_WAGON_PETROL,Station Wagon,PASSENGER_CAR,Passenger car with extended rear cargo area and wagon body style.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
d12f4115-a036-46bb-a334-fd1631a73d63,6d24cb87-fd6f-45c4-9623-fd339a4464ae,STATION_WAGON_DIESEL,Station Wagon,PASSENGER_CAR,Passenger car with extended rear cargo area and wagon body style.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
7a4a2ce5-98ae-4bcb-9b40-05197537861e,6d24cb87-fd6f-45c4-9623-fd339a4464ae,VAN_PETROL,Van,VAN,"Four-wheeled enclosed vehicle for passengers, goods or mixed utility.",PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
efb1590c-397b-463e-82f3-aca0ccea5a47,6d24cb87-fd6f-45c4-9623-fd339a4464ae,VAN_DIESEL,Van,VAN,"Four-wheeled enclosed vehicle for passengers, goods or mixed utility.",DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
3feb3d85-0e02-4a80-a1c7-485a721d2e19,6d24cb87-fd6f-45c4-9623-fd339a4464ae,VAN_CNG,Van,VAN,"Four-wheeled enclosed vehicle for passengers, goods or mixed utility.",CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
2b119493-a7b4-476b-925c-b5ffaedd65cc,6d24cb87-fd6f-45c4-9623-fd339a4464ae,VAN_ELECTRIC,Van,VAN,"Four-wheeled enclosed vehicle for passengers, goods or mixed utility.",ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
cb452cd6-a50a-435c-9eaa-eb5388ee8326,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PICKUP_DIESEL,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
12eb0cfa-9c0a-4bfe-86f4-87671dc6bcfb,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PICKUP_CNG,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c7021260-4359-459e-be56-b249d8e72f91,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PICKUP_PETROL,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,PETROL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
7cf6584b-bc43-42e8-9e95-cb4433731b37,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PICKUP_ELECTRIC,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
95286b3d-3a47-4b40-8b67-d954bcfc8ca8,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CAB_PETROL,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,PETROL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
aa3f5463-7f32-4512-8081-11bb3cfebd8d,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CAB_DIESEL,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,DIESEL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
817ca94b-0287-46ae-924d-63a5c513edd7,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CAB_CNG,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,CNG,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
09f2f0de-83c0-4bcf-a650-8b56af41b872,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CAB_ELECTRIC,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
3924c5e4-1726-4774-9fdc-7ed1b1912802,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CAB_HYBRID,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,HYBRID,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
cbce78eb-be26-40f1-868a-737023f9e26f,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MAXI_CAB_DIESEL,Maxi Cab,CAB,Passenger vehicle configured as a maxi cab for commercial passenger transport.,DIESEL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
d1290114-1491-459a-821e-a0abe92e537e,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MAXI_CAB_CNG,Maxi Cab,CAB,Passenger vehicle configured as a maxi cab for commercial passenger transport.,CNG,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
b41323e7-e60d-4c9b-86bd-501d58b2353e,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MAXI_CAB_ELECTRIC,Maxi Cab,CAB,Passenger vehicle configured as a maxi cab for commercial passenger transport.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
94e8bb1e-db99-439f-b7ad-f44f888a984f,6d24cb87-fd6f-45c4-9623-fd339a4464ae,LUXURY_CAB_PETROL,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,PETROL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
1f8e06e5-912c-4a2e-8ed7-da141b425a87,6d24cb87-fd6f-45c4-9623-fd339a4464ae,LUXURY_CAB_DIESEL,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,DIESEL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
700b141c-749b-4b0d-9d36-b508312a1890,6d24cb87-fd6f-45c4-9623-fd339a4464ae,LUXURY_CAB_ELECTRIC,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
7651926c-d61a-450c-bb46-e232b2046dc1,6d24cb87-fd6f-45c4-9623-fd339a4464ae,LUXURY_CAB_HYBRID,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,HYBRID,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
2337343c-3524-46c2-8ab1-ad452b04a46c,6d24cb87-fd6f-45c4-9623-fd339a4464ae,QUADRICYCLE_PRIVATE_PETROL,Quadricycle Private,QUADRICYCLE,Four-wheeled light quadricycle for private use.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
