id,categoryId,categoryCode,categoryName,code,name,subCategory,description,energyType,usageType,status,createdAt,updatedAt
ee2e2504-8969-4505-abdc-f8f87b461a82,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,AUTO_RICKSHAW_ELECTRIC,Auto Rickshaw,PASSENGER_3W,Three-wheeled passenger auto-rickshaw used for commercial passenger transport.,ELECTRIC,PASSENGER,ACTIVE,2026-09-13 10:27:58.5,2026-09-14 05:55:00.453
ba46f13a-e4cf-4132-8334-745d105273f7,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,AUTO_RICKSHAW_LPG,Auto Rickshaw,PASSENGER_3W,Three-wheeled passenger auto-rickshaw used for commercial passenger transport.,LPG,PASSENGER,ACTIVE,2026-09-13 10:27:58.733,2026-09-14 05:55:00.441
1e1ffda5-f9cd-4772-a93f-9dd242a58fe5,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,AUTO_RICKSHAW_PETROL,Auto Rickshaw,PASSENGER_3W,Three-wheeled passenger auto-rickshaw used for commercial passenger transport.,PETROL,PASSENGER,ACTIVE,2026-09-13 10:27:58.662,2026-09-14 05:55:00.43
b93d4702-62ed-4b72-94d3-002ab83b967a,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,E_CART_ELECTRIC,E-Cart,E_CART,Battery-operated three-wheeler intended primarily for goods and last-mile cargo movement.,ELECTRIC,DELIVERY,ACTIVE,2026-09-13 10:27:58.766,2026-09-14 05:55:00.431
4e94fd81-819d-45eb-b0b8-b2b6fd7a19ba,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,E_RICKSHAW_ELECTRIC,E-Rickshaw,E_RICKSHAW,Battery-operated three-wheeler intended primarily for last-mile passenger connectivity.,ELECTRIC,PASSENGER,ACTIVE,2026-09-13 10:27:58.724,2026-09-14 05:55:00.428
6bfcb2a4-8c7e-41b1-977f-5483ffeacafc,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_GOODS_CNG,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,CNG,GOODS,ACTIVE,2026-09-13 10:27:58.742,2026-09-14 05:55:00.431
5196b807-cbd3-40e3-9d9e-8d282703b6cf,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_GOODS_DIESEL,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,DIESEL,GOODS,ACTIVE,2026-09-13 10:27:58.724,2026-09-14 05:55:00.423
03c0e9ed-3000-4e5f-9f30-1791e19c1a0f,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_GOODS_ELECTRIC,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,ELECTRIC,GOODS,ACTIVE,2026-09-13 10:27:58.611,2026-09-14 05:55:00.453
4b0e1f42-38d4-4ceb-81e9-110cd0eee3d7,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_GOODS_LPG,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,LPG,GOODS,ACTIVE,2026-09-13 10:27:58.503,2026-09-14 05:55:00.447
d925c24d-c0fa-4561-b9ca-95ee5397c0ee,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_GOODS_PETROL,Three Wheeler Goods,CARGO_3W,Three-wheeled goods carrier for urban and last-mile cargo movement.,PETROL,GOODS,ACTIVE,2026-09-13 10:27:58.798,2026-09-14 05:55:00.437
776d9225-4dba-4875-a9c2-77c4b23f62a7,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PASSENGER_CNG,Three Wheeler Passenger,PASSENGER_3W,Passenger-carrying three-wheeler other than conventional auto-rickshaw.,CNG,PASSENGER,ACTIVE,2026-09-13 10:27:58.503,2026-09-14 05:55:00.459
7c233356-3718-410e-9684-468633a4d86f,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PASSENGER_DIESEL,Three Wheeler Passenger,PASSENGER_3W,Passenger-carrying three-wheeler other than conventional auto-rickshaw.,DIESEL,PASSENGER,ACTIVE,2026-09-13 10:27:58.617,2026-09-14 05:55:00.392
591d830e-a153-48c9-8b01-68913b4b2f98,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PASSENGER_ELECTRIC,Three Wheeler Passenger,PASSENGER_3W,Passenger-carrying three-wheeler other than conventional auto-rickshaw.,ELECTRIC,PASSENGER,ACTIVE,2026-09-13 10:27:58.667,2026-09-14 05:55:00.41
df93c6fd-f325-4db2-b46b-818e440136cb,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PASSENGER_LPG,Three Wheeler Passenger,PASSENGER_3W,Passenger-carrying three-wheeler other than conventional auto-rickshaw.,LPG,PASSENGER,ACTIVE,2026-09-13 10:27:58.633,2026-09-14 05:55:00.4
3dda7cd5-dc66-4714-a8a3-1d2f0bac56f0,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PASSENGER_PETROL,Three Wheeler Passenger,PASSENGER_3W,Passenger-carrying three-wheeler other than conventional auto-rickshaw.,PETROL,PASSENGER,ACTIVE,2026-09-13 10:27:58.6,2026-09-14 05:55:00.34
3f258afd-a18e-41c7-a6a2-0e35389ed7b3,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PERSONAL_ELECTRIC,Three Wheeler Personal,PERSONAL_3W,Three-wheeler registered or configured primarily for personal use.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.654,2026-09-14 05:55:00.383
b158b355-8759-4fbc-8824-6660ce07fd81,44dc50b4-ebac-4690-acde-21cc11e76f4e,3W,Three Wheeler,THREE_WHEELER_PERSONAL_PETROL,Three Wheeler Personal,PERSONAL_3W,Three-wheeler registered or configured primarily for personal use.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.637,2026-09-14 05:55:00.459
05d2c654-d4f6-44a0-91f8-c08d3f2d04c8,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,ADAPTED_VEHICLE_CNG,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,CNG,PRIVATE,ACTIVE,2026-09-13 10:27:58.596,2026-09-14 05:55:00.41
43b3256d-0ce4-4eea-881a-14b29a628aac,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,ADAPTED_VEHICLE_DIESEL,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,DIESEL,PRIVATE,ACTIVE,2026-09-13 10:27:58.592,2026-09-14 05:55:00.403
7724c385-8800-4d74-a9d4-2f9f194d226d,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,ADAPTED_VEHICLE_ELECTRIC,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.613,2026-09-14 05:55:00.416
e2952147-5e87-421a-b0bd-02df9cbc9ada,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,ADAPTED_VEHICLE_PETROL,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.873,2026-09-14 05:55:00.398
6732d1bf-08c8-4858-84e8-f5d67fbbddcf,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,CAMPER_VAN_DIESEL,Camper Van,RECREATIONAL,Van converted or designed for camping and recreational travel.,DIESEL,PRIVATE,ACTIVE,2026-09-13 10:27:58.799,2026-09-14 05:55:00.434
9b9501be-c916-4c0a-9f62-af00e0534df4,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,CAMPER_VAN_ELECTRIC,Camper Van,RECREATIONAL,Van converted or designed for camping and recreational travel.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.855,2026-09-14 05:55:00.389
1657f83f-d726-42e7-a201-dce45ac28fd5,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,CAMPER_VAN_PETROL,Camper Van,RECREATIONAL,Van converted or designed for camping and recreational travel.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.846,2026-09-14 05:55:00.444
da991d68-6516-40fc-80f7-d885b6bd24d4,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,CONVERTIBLE_ELECTRIC,Convertible,PASSENGER_CAR,Passenger car with retractable or removable roof.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.67,2026-09-14 05:55:00.402
33592470-97f7-4e39-af41-3e3f84eea752,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,CONVERTIBLE_PETROL,Convertible,PASSENGER_CAR,Passenger car with retractable or removable roof.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.655,2026-09-14 05:55:00.392
2682148d-f4b4-4c0e-8425-524dcd179279,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,COUPE_ELECTRIC,Coupe,PASSENGER_CAR,Passenger car with coupe-style body configuration.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.638,2026-09-14 05:55:00.384
01a56c3b-2db0-47c7-8b4b-e6074a685608,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,COUPE_PETROL,Coupe,PASSENGER_CAR,Passenger car with coupe-style body configuration.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.615,2026-09-14 05:55:00.343
1a99be11-5339-4603-a3f4-92953a31a0a6,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,HATCHBACK_CNG,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,CNG,PRIVATE,ACTIVE,2026-09-13 10:27:58.578,2026-09-14 05:55:00.451
125f2ced-d311-46b6-84c5-debf14e49c0e,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,HATCHBACK_DIESEL,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,DIESEL,PRIVATE,ACTIVE,2026-09-13 10:27:58.502,2026-09-14 05:55:00.443
4b89aacb-534b-4dec-8b37-4c6bfeae30f7,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,HATCHBACK_ELECTRIC,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.665,2026-09-14 05:55:00.454
6e0a5b72-0789-45b0-8435-d2e58eadb78d,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,HATCHBACK_PETROL,Hatchback,PASSENGER_CAR,Passenger car with a rear hatch and integrated cargo area.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.807,2026-09-14 05:55:00.434
cdb1640b-6aca-440e-af49-8141f30e3483,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,LUXURY_CAB_DIESEL,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,DIESEL,PASSENGER,ACTIVE,2026-09-13 10:27:58.845,2026-09-14 05:55:00.399
a5a5f76f-e8a6-4852-9a59-0cada3a23104,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,LUXURY_CAB_ELECTRIC,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,ELECTRIC,PASSENGER,ACTIVE,2026-09-13 10:27:58.858,2026-09-14 05:55:00.403
81e2a835-1fd3-45e9-8cac-e4cc12d45bc6,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,LUXURY_CAB_HYBRID,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,HYBRID,PASSENGER,ACTIVE,2026-09-13 10:27:58.875,2026-09-14 05:55:00.418
0eecdf64-71cc-4fb1-877c-1a1dc5da58eb,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,LUXURY_CAB_PETROL,Luxury Cab,CAB,Premium passenger vehicle used for commercial chauffeur or taxi operations.,PETROL,PASSENGER,ACTIVE,2026-09-13 10:27:58.809,2026-09-14 05:55:00.417
514068b2-e057-42d8-bb58-8048a5b78cb4,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MAXI_CAB_CNG,Maxi Cab,CAB,Passenger vehicle configured as a maxi cab for commercial passenger transport.,CNG,PASSENGER,ACTIVE,2026-09-13 10:27:58.735,2026-09-14 05:55:00.41
2df88b9e-1db6-46cc-ba7c-bae979f5192b,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MAXI_CAB_DIESEL,Maxi Cab,CAB,Passenger vehicle configured as a maxi cab for commercial passenger transport.,DIESEL,PASSENGER,ACTIVE,2026-09-13 10:27:58.725,2026-09-14 05:55:00.407
e6706853-c025-44f6-9a26-556ff3bf6e0b,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MAXI_CAB_ELECTRIC,Maxi Cab,CAB,Passenger vehicle configured as a maxi cab for commercial passenger transport.,ELECTRIC,PASSENGER,ACTIVE,2026-09-13 10:27:58.761,2026-09-14 05:55:00.412
fb08c639-2499-490f-8e77-e296ab098133,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CAB_CNG,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,CNG,PASSENGER,ACTIVE,2026-09-13 10:27:58.637,2026-09-14 05:55:00.35
1828c868-9505-49ea-93a2-f142334494ce,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CAB_DIESEL,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,DIESEL,PASSENGER,ACTIVE,2026-09-13 10:27:58.616,2026-09-14 05:55:00.432
29f150b2-d7bd-4789-8cd4-28866cb57713,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CAB_ELECTRIC,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,ELECTRIC,PASSENGER,ACTIVE,2026-09-13 10:27:58.661,2026-09-14 05:55:00.395
22940f73-6061-409f-8888-20c51989f32a,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CAB_HYBRID,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,HYBRID,PASSENGER,ACTIVE,2026-09-13 10:27:58.713,2026-09-14 05:55:00.399
0afdf0d4-726e-4d8e-bbfa-333e621cd3fd,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CAB_PETROL,Motor Cab,CAB,Commercial passenger car used as a taxi or cab.,PETROL,PASSENGER,ACTIVE,2026-09-13 10:27:58.593,2026-09-14 05:55:00.428
d30c3ce7-21f2-4dc5-86d0-8abb6c938df5,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CARAVAN_DIESEL,Motor Caravan,RECREATIONAL,Self-propelled recreational vehicle or motorhome.,DIESEL,PRIVATE,ACTIVE,2026-09-13 10:27:58.737,2026-09-14 05:55:00.416
f6283592-de24-43b2-ada5-ea1b9142f4a6,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MOTOR_CARAVAN_PETROL,Motor Caravan,RECREATIONAL,Self-propelled recreational vehicle or motorhome.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.752,2026-09-14 05:55:00.424
0e775587-c320-4fe9-8bdf-ef0d1e125221,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MPV_CNG,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,CNG,PRIVATE,ACTIVE,2026-09-13 10:27:58.737,2026-09-14 05:55:00.429
3773acd7-a42f-4763-a97b-f31ea31afd8d,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MPV_DIESEL,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,DIESEL,PRIVATE,ACTIVE,2026-09-13 10:27:58.67,2026-09-14 05:55:00.426
7edce9f4-c32c-49bd-a62b-86f6ea1d55d9,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MPV_ELECTRIC,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,ELECTRIC,PRIVATE,ACTIVE,2026-09-13 10:27:58.51,2026-09-14 05:55:00.432
1fa5812e-b0c5-4246-af2c-a442e1680b3d,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MPV_HYBRID,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,HYBRID,PRIVATE,ACTIVE,2026-09-13 10:27:58.513,2026-09-14 05:55:00.342
7824ddc3-f22e-4571-abe1-5cc14445b385,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MPV_PETROL,MPV,PASSENGER_CAR,Multi-purpose vehicle designed for flexible passenger seating and family/fleet use.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.648,2026-09-14 05:55:00.417
6365db8d-23f4-4aca-8568-4565c9a351d8,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MUV_CNG,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,CNG,PRIVATE,ACTIVE,2026-09-13 10:27:58.61,2026-09-14 05:55:00.396
449bd3ba-e8af-4a45-9bbd-1b789976d05b,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MUV_DIESEL,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,DIESEL,PRIVATE,ACTIVE,2026-09-13 10:27:58.506,2026-09-14 05:55:00.389
94243e7c-df13-4eef-aae6-daee708e756e,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MUV_HYBRID,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,HYBRID,PRIVATE,ACTIVE,2026-09-13 10:27:58.62,2026-09-14 05:55:00.407
3994785f-7838-4b31-9b36-fd55b6a38c3d,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,MUV_PETROL,MUV,PASSENGER_CAR,Multi-utility vehicle designed for higher passenger and luggage capacity.,PETROL,PRIVATE,ACTIVE,2026-09-13 10:27:58.636,2026-09-14 05:55:00.338
0d1b688b-a325-4254-95a4-e38672b97c5d,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,PICKUP_CNG,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,CNG,GOODS,ACTIVE,2026-09-13 10:27:58.795,2026-09-14 05:55:00.404
b261af44-0b33-4fae-b862-b1fc035789d9,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,PICKUP_DIESEL,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,DIESEL,GOODS,ACTIVE,2026-09-13 10:27:58.75,2026-09-14 05:55:00.395
c2b48f88-2805-410c-9599-14eeb6ba70f0,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,PICKUP_ELECTRIC,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,ELECTRIC,GOODS,ACTIVE,2026-09-13 10:27:58.582,2026-09-14 05:55:00.418
ea5b76ae-d57b-410a-a332-0d9640e3bfcd,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,PICKUP_PETROL,Pickup,LIGHT_COMMERCIAL,Light commercial four-wheeler with an open cargo bed.,PETROL,GOODS,ACTIVE,2026-09-13 10:27:58.58,2026-09-14 05:55:00.412
d80d5aeb-4468-4ec7-963c-8225c9a7ab77,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,PRIVATE_SERVICE_VEHICLE_CNG,Private Service Vehicle,SERVICE_VEHICLE,Passenger vehicle operated for a private organization's own transport requirements.,CNG,STAFF_TRANSPORT,ACTIVE,2026-09-13 10:27:58.731,2026-09-14 05:55:00.448
7b89ddf2-33fb-4f7d-bf80-14bb35c857bc,4359f4cf-32a5-49f8-ac3d-a248f9fcadf3,4W,Four Wheeler,PRIVATE_SERVICE_VEHICLE_DIESEL,Private Service Vehicle,SERVICE_VEHICLE,Passenger vehicle operated for a private organization's own transport requirements.,DIESEL,STAFF_TRANSPORT,ACTIVE,2026-09-13 10:27:58.677,2026-09-14 05:55:00.437
