id,code,name,displayName,status,logoUrl,logoObjectKey,website,description,createdAt,updatedAt
2d1aa0f3-d6f2-437c-9495-e2b168cae1fb,HERO_ELECTRIC,Hero Electric Vehicles Private Limited,Hero Electric,INACTIVE,https://www.google.com/s2/favicons?domain=heroelectric.in&sz=256,,https://www.heroelectric.in,Legacy electric two-wheeler maker; company entered liquidation proceedings in 2026.,2026-09-13 10:27:57.915,2026-09-14 05:54:59.987
f59805c4-0b6b-4790-9969-305a4b9dcfed,HERO_LECTRO,Hero Cycles Limited,Hero Lectro,ACTIVE,https://www.google.com/s2/favicons?domain=herocycles.com&sz=256,,https://herocycles.com,Pedal-assist electric bicycles under Hero Cycles.,2026-09-13 10:27:57.958,2026-09-14 05:55:00.008
05b2f8f5-0cd6-4190-94d2-8082c272cbc5,HERO_MOTO,Hero MotoCorp Limited,VIDA,ACTIVE,https://www.google.com/s2/favicons?domain=heromotocorp.com&sz=256,,https://www.heromotocorp.com,Hero MotoCorp electric two-wheelers sold under the VIDA brand.,2026-09-13 10:27:57.912,2026-09-14 05:54:59.981
1d0ced6c-a1ff-44e8-8fee-6cba3d1f96fb,HONDA,Honda Motorcycle & Scooter India Private Limited,Honda 2Wheelers,ACTIVE,https://www.google.com/s2/favicons?domain=honda2wheelersindia.com&sz=256,,https://www.honda2wheelersindia.com,Electric scooters for India including ACTIVA e: and QC1.,2026-09-13 10:27:57.988,2026-09-14 05:55:00.028
e012854f-ffc2-48e3-adfe-0f70ba21b09d,HYUNDAI,Hyundai Motor India Limited,Hyundai,ACTIVE,https://www.google.com/s2/favicons?domain=hyundai.com&sz=256,,https://www.hyundai.com/in,Electric passenger cars.,2026-09-13 10:27:57.979,2026-09-14 05:55:00.018
9d2723de-e14c-45f7-b3ed-4bc109050ce7,IVOOMI,iVOOMi Energy Private Limited,iVOOMi,ACTIVE,https://www.google.com/s2/favicons?domain=ivoomi.co&sz=256,,https://www.ivoomi.co,Electric scooters.,2026-09-13 10:27:57.923,2026-09-14 05:54:59.985
6a0cd06b-a505-4f26-a3de-d305c4da8db6,JAGUAR,Jaguar Land Rover India Limited,Jaguar,INACTIVE,https://www.google.com/s2/favicons?domain=jaguar.in&sz=256,,https://www.jaguar.in,Jaguar I-PACE represented Jaguar’s battery-electric offering in India; the model has been discontinued globally.,2026-09-13 10:27:57.992,2026-09-14 05:55:00.026
d1f2e895-ade3-47ad-8091-c92240c1039a,JBM,JBM Auto Limited,JBM Electric Vehicles,ACTIVE,https://www.google.com/s2/favicons?domain=jbmbuses.com&sz=256,,https://www.jbmbuses.com,Electric buses.,2026-09-13 10:27:57.976,2026-09-14 05:55:00.024
120ce680-49fd-4ae4-bcd7-ecfc5e08c153,JEZZA,Vani Electric Vehicles Private Limited,Jezza Motors,ACTIVE,https://www.google.com/s2/favicons?domain=jezzamotors.com&sz=256,,https://jezzamotors.com,Electric two-wheelers and e-rickshaws sold under the Jezza Motors brand.,2026-09-13 10:27:57.949,2026-09-14 05:55:00.017
a0efe892-3451-43be-b830-951ae1c14556,JITENDRA,Jitendra New EV Tech Private Limited,Jitendra EV,ACTIVE,https://www.google.com/s2/favicons?domain=jitendraev.com&sz=256,,https://jitendraev.com,Electric scooters.,2026-09-13 10:27:57.951,2026-09-14 05:55:00
a9476927-c1c8-452e-9757-a83cd02fbbe7,JOY,Wardwizard Innovations & Mobility Limited,Joy e-bike,ACTIVE,https://www.google.com/s2/favicons?domain=joyebike.com&sz=256,,https://www.joyebike.com,Electric scooters and motorcycles.,2026-09-13 10:27:57.929,2026-09-14 05:54:59.985
afd2bc3e-15ce-4f6e-956e-951d81f7652a,JS_AUTO,J.S. Auto Private Limited,J.S. Auto,ACTIVE,https://www.google.com/s2/favicons?domain=jsautoelectric.com&sz=256,,https://jsautoelectric.com,Electric three-wheelers.,2026-09-13 10:27:57.955,2026-09-14 05:55:00.023
eaaa62b1-cb2e-419e-9ab3-ca847f3b5be6,KABIRA,Kabira Mobility LLP,Kabira Mobility,ACTIVE,https://www.google.com/s2/favicons?domain=kabiramobility.com&sz=256,,https://www.kabiramobility.com,Electric scooters and motorcycles.,2026-09-13 10:27:57.964,2026-09-14 05:54:59.994
78a1e2c8-fa4d-4870-a5a1-6c4370a598a9,KETO,Keto Motors Private Limited,Keto Motors,ACTIVE,https://www.google.com/s2/favicons?domain=ketomotors.com&sz=256,,https://ketomotors.com,Electric three-wheelers.,2026-09-13 10:27:57.962,2026-09-14 05:55:00.02
160f6e3f-0b9d-49ce-9083-51a73b416587,KIA,Kia India Private Limited,Kia,ACTIVE,https://www.google.com/s2/favicons?domain=kia.com&sz=256,,https://www.kia.com/in,Electric passenger cars.,2026-09-13 10:27:57.988,2026-09-14 05:55:00.019
67be8a1f-b096-46c6-ac9f-5758ab4a6f72,KINETIC,Kinetic Green Energy & Power Solutions Limited,Kinetic Green,ACTIVE,https://www.google.com/s2/favicons?domain=kineticgreen.com&sz=256,,https://kineticgreen.com,"Electric two-wheelers and three-wheelers, including E-Luna and Safar ranges.",2026-09-13 10:27:57.923,2026-09-14 05:54:59.986
4893a86a-8926-4604-9046-95930060cbc4,KOMAKI,Komaki Electric Vehicles Private Limited,Komaki,ACTIVE,https://www.google.com/s2/favicons?domain=komakiev.com&sz=256,,https://komakiev.com,"Electric scooters, motorcycles and three-wheelers.",2026-09-13 10:27:57.953,2026-09-14 05:54:59.998
5473dc9a-d776-427f-b978-35482efceb15,LECTRIX,Lectrix EV Private Limited,Lectrix,ACTIVE,https://www.google.com/s2/favicons?domain=lectrixev.com&sz=256,,https://lectrixev.com,Electric scooters and fleet mobility solutions.,2026-09-13 10:27:57.917,2026-09-14 05:54:59.98
47167c8d-921f-444d-ac12-dcada9040641,LEXUS,Lexus India,Lexus,ACTIVE,https://www.google.com/s2/favicons?domain=lexusindia.co.in&sz=256,,https://www.lexusindia.co.in,Luxury electric passenger cars.,2026-09-13 10:27:57.991,2026-09-14 05:55:00.026
c769ae98-667a-4504-aa8a-34c0e18ae812,LOHIA,Lohia Auto Industries,Lohia Auto,ACTIVE,https://www.google.com/s2/favicons?domain=lohiaauto.com&sz=256,,https://www.lohiaauto.com,Electric three-wheelers.,2026-09-13 10:27:57.956,2026-09-14 05:55:00.026
921467a9-6ba2-47ea-a848-d933e99b2314,LOTUS,Lotus Cars Limited,Lotus,ACTIVE,https://www.google.com/s2/favicons?domain=lotuscars.com&sz=256,,https://www.lotuscars.com,Premium battery-electric performance cars and SUVs including Eletre and Emeya.,2026-09-13 10:27:58.007,2026-09-14 05:55:00.032
2a615525-efe8-4bf5-9c5b-de7ea89d063a,MAHINDRA,Mahindra & Mahindra Limited,Mahindra,ACTIVE,https://www.google.com/s2/favicons?domain=mahindra.com&sz=256,,https://www.mahindra.com,Electric passenger SUVs.,2026-09-13 10:27:57.976,2026-09-14 05:55:00.023
84d9bcb3-0859-4376-99bb-5ba6a20b7389,MAHINDRA_LMM,Mahindra Last Mile Mobility Limited,Mahindra Last Mile,ACTIVE,https://www.google.com/s2/favicons?domain=mahindralastmilemobility.com&sz=256,,https://mahindralastmilemobility.com,Electric passenger and cargo three-wheelers.,2026-09-13 10:27:57.956,2026-09-14 05:55:00.012
4d3d361d-4566-42d2-9634-53f03d3d5c14,MARUTI,Maruti Suzuki India Limited,Maruti Suzuki,ACTIVE,https://www.google.com/s2/favicons?domain=marutisuzuki.com&sz=256,,https://www.marutisuzuki.com,"Electric passenger cars including the e VITARA, with deliveries commenced in India in 2026.",2026-09-13 10:27:57.981,2026-09-14 05:55:00.019
9ae89e6c-cbd7-4ffd-b053-a0c470e83ee8,MATTER,Matter Motor Works Private Limited,Matter,ACTIVE,https://www.google.com/s2/favicons?domain=matter.in&sz=256,,https://www.matter.in,Electric motorcycles.,2026-09-13 10:27:57.937,2026-09-14 05:54:59.992
755ec95d-a2af-4b21-a10e-45cfb6752a91,MERCEDES,Mercedes-Benz India Private Limited,Mercedes-Benz,ACTIVE,https://www.google.com/s2/favicons?domain=mercedes-benz.co.in&sz=256,,https://www.mercedes-benz.co.in,Luxury electric passenger cars.,2026-09-13 10:27:57.99,2026-09-14 05:55:00.026
1a6cbc12-78dc-446b-9581-72721e7ed44b,MG,JSW MG Motor India Private Limited,JSW MG Motor,ACTIVE,https://www.google.com/s2/favicons?domain=mgmotor.co.in&sz=256,,https://www.mgmotor.co.in,Electric passenger cars.,2026-09-13 10:27:57.975,2026-09-14 05:55:00.026
12ec4533-b63c-4727-96f7-ebd9cb8052a0,MINI,BMW India Private Limited,MINI,ACTIVE,https://www.google.com/s2/favicons?domain=mini.in&sz=256,,https://www.mini.in,All-electric MINI passenger cars sold in India.,2026-09-13 10:27:58.005,2026-09-14 05:55:00.029
2bcdca45-b4ca-4c8d-8e1d-70d14e23a857,MINI_METRO,Mini Metro EV LLP,Mini Metro,ACTIVE,https://www.google.com/s2/favicons?domain=minimetro.in&sz=256,,https://minimetro.in,Electric three-wheelers.,2026-09-13 10:27:57.96,2026-09-14 05:55:00.013
58b78c87-b4b1-4736-af91-54032a1655bf,MONTRA,TI Clean Mobility Private Limited,Montra Electric,ACTIVE,https://www.google.com/s2/favicons?domain=montraelectric.com&sz=256,,https://www.montraelectric.com,"Electric three-wheelers, small commercial vehicles, heavy trucks and electric tractors.",2026-09-13 10:27:58,2026-09-14 05:55:00.031
8174871b-68f2-4124-8a40-4692204c11c2,NEXZU,Nexzu Mobility Private Limited,Nexzu,ACTIVE,https://www.google.com/s2/favicons?domain=nexzu.in&sz=256,,https://nexzu.in,Electric bicycles and low-speed two-wheelers.,2026-09-13 10:27:57.947,2026-09-14 05:55:00.006
1da7811a-2118-47e1-843f-c5cd0b7aa88f,NUMEROS,Numeros Motors Private Limited,Numeros Motors,ACTIVE,https://www.google.com/s2/favicons?domain=numerosmotors.com&sz=256,,https://numerosmotors.com,Electric scooters.,2026-09-13 10:27:57.954,2026-09-14 05:54:59.996
164a791f-297b-4f3d-9786-6c3a7818feb9,OBEN,Oben Electric Vehicles Private Limited,Oben Electric,ACTIVE,https://www.google.com/s2/favicons?domain=obenelectric.com&sz=256,,https://www.obenelectric.com,Electric motorcycles including the Rorr range.,2026-09-13 10:27:57.992,2026-09-14 05:55:00.029
dff6cfcc-149b-4ccb-a1de-a8bd5aef53b9,ODYSSE,Odysse Electric Vehicles Private Limited,Odysse,ACTIVE,https://www.google.com/s2/favicons?domain=odysse.in&sz=256,,https://odysse.in,Electric scooters and motorcycles.,2026-09-13 10:27:57.954,2026-09-14 05:55:00.007
2c231109-011f-4746-bd97-261e567d064b,OKINAWA,Okinawa Autotech Private Limited,Okinawa,ACTIVE,https://www.google.com/s2/favicons?domain=okinawascooters.com&sz=256,,https://okinawascooters.com,Electric scooters.,2026-09-13 10:27:57.92,2026-09-14 05:54:59.981
ef831bda-9275-46b5-9b40-9983afb9e369,OLA,Ola Electric Mobility Limited,Ola Electric,ACTIVE,https://www.google.com/s2/favicons?domain=olaelectric.com&sz=256,,https://www.olaelectric.com,Electric scooters and motorcycles.,2026-09-13 10:27:57.909,2026-09-14 05:54:59.978
079484f4-65c8-4756-9003-ed19b1fa3a2d,OLECTRA,Olectra Greentech Limited,Olectra Greentech,ACTIVE,https://www.google.com/s2/favicons?domain=olectra.com&sz=256,,https://olectra.com,Electric buses.,2026-09-13 10:27:57.968,2026-09-14 05:55:00.019
de642766-5d1e-4402-bf02-51eccaf1dd5a,OMEGA,Omega Seiki Mobility Private Limited,Omega Seiki Mobility,ACTIVE,https://www.google.com/s2/favicons?domain=omegaseiki.com&sz=256,,https://omegaseiki.com,Electric cargo three-wheelers and commercial vehicles.,2026-09-13 10:27:57.967,2026-09-14 05:55:00.018
be40383f-2ae4-4007-b4e3-f7f3fc508998,OPG_MOBILITY,OPG Mobility Private Limited,OPG Mobility,ACTIVE,https://www.google.com/s2/favicons?domain=opgmobility.com&sz=256,,https://opgmobility.com,"Formerly Okaya EV; electric two-wheelers and three-wheelers, including Ferrato-branded products.",2026-09-13 10:27:57.95,2026-09-14 05:54:59.998
d3673bd7-b856-4b6f-bdf3-ea4c6347f0f0,OREVA,Ajanta Manufacturing Limited,Oreva,ACTIVE,https://www.google.com/s2/favicons?domain=oreva.com&sz=256,,https://oreva.com,Electric scooters and e-bikes.,2026-09-13 10:27:57.956,2026-09-14 05:55:00.007
40d81cf8-5f69-442d-94dc-60ccb1f83330,ORXA,Orxa Energies Private Limited,Orxa Energies,ACTIVE,https://www.google.com/s2/favicons?domain=orxaenergies.com&sz=256,,https://orxaenergies.com,Electric motorcycles including the Mantis.,2026-09-13 10:27:57.992,2026-09-14 05:55:00.024
c01e2a18-ee4b-48c5-9f00-85bb211f5f37,PIAGGIO,Piaggio Vehicles Private Limited,Piaggio Ape,ACTIVE,https://www.google.com/s2/favicons?domain=piaggio.com&sz=256,,https://www.piaggio.com,Electric passenger and cargo three-wheelers.,2026-09-13 10:27:57.955,2026-09-14 05:55:00.013
6ef6adc3-1780-4b7f-8c0f-a64665e92ff8,PMI,PMI Electro Mobility Solutions Private Limited,PMI Electro Mobility,ACTIVE,https://www.google.com/s2/favicons?domain=pmielectro.com&sz=256,,https://pmielectro.com,Electric buses.,2026-09-13 10:27:57.968,2026-09-14 05:55:00.025
0fdc29a9-2c0f-48ba-be3b-7e9203d1d0ea,PORSCHE,Porsche India,Porsche,ACTIVE,https://www.google.com/s2/favicons?domain=porsche.com&sz=256,,https://www.porsche.com/india,Luxury electric passenger cars.,2026-09-13 10:27:57.997,2026-09-14 05:55:00.02
2863b4e8-424f-4262-a687-6d0977971831,PUREEV,PURE EV,PURE EV,ACTIVE,https://www.google.com/s2/favicons?domain=pureev.in&sz=256,,https://pureev.in,Electric scooters and motorcycles.,2026-09-13 10:27:57.932,2026-09-14 05:54:59.99
471bcb13-29e8-407f-8f04-4a4d85afdebd,QUANTUM,Quantum Energy Limited,Quantum Energy,ACTIVE,https://www.google.com/s2/favicons?domain=quantumenergy.in&sz=256,,https://quantumenergy.in,Electric scooters.,2026-09-13 10:27:57.975,2026-09-14 05:54:59.994
81799a97-415e-4bb5-a0a0-946fbdab4afa,RAPTEE,Raptee Energy Private Limited,Raptee,ACTIVE,https://www.google.com/s2/favicons?domain=raptee.com&sz=256,,https://raptee.com,Electric motorcycles.,2026-09-13 10:27:57.948,2026-09-14 05:54:59.993
0990af6d-9514-4658-a8e1-f892df0d6bc6,REVOLT,Revolt Intellicorp Private Limited,Revolt Motors,ACTIVE,https://www.google.com/s2/favicons?domain=revoltmotors.com&sz=256,,https://www.revoltmotors.com,Electric motorcycles.,2026-09-13 10:27:57.938,2026-09-14 05:54:59.992
8b8d52c2-dd4b-4fc0-a2a8-e1f32abf675e,RIVER,River Mobility Private Limited,River,ACTIVE,https://www.google.com/s2/favicons?domain=rideriver.com&sz=256,,https://www.rideriver.com,Utility electric scooters.,2026-09-13 10:27:57.931,2026-09-14 05:54:59.99
8ca91d09-e973-4df9-81ed-56872c376972,ROLLS_ROYCE,Rolls-Royce Motor Cars Limited,Rolls-Royce,ACTIVE,https://www.google.com/s2/favicons?domain=rolls-roycemotorcars.com&sz=256,,https://www.rolls-roycemotorcars.com,Ultra-luxury battery-electric passenger cars including Spectre.,2026-09-13 10:27:58.006,2026-09-14 05:55:00.029
412b3493-bcdc-40f7-ac8f-73f07e2c0ff7,SAERA,Saera Electric Auto Private Limited,Saera Electric,ACTIVE,https://www.google.com/s2/favicons?domain=saeraauto.com&sz=256,,https://saeraauto.com,Electric passenger three-wheelers.,2026-09-13 10:27:57.975,2026-09-14 05:55:00.019
e2711a98-1ac6-418b-8da4-7f48773d7841,SIMPLE,Simple Energy Private Limited,Simple Energy,ACTIVE,https://www.google.com/s2/favicons?domain=simpleenergy.in&sz=256,,https://www.simpleenergy.in,Electric scooters.,2026-09-13 10:27:57.932,2026-09-14 05:54:59.994
1b648cc9-b0ed-4210-927f-495ebf40acd4,SOKUDO,Sokudo Electric India Private Limited,Sokudo,ACTIVE,https://www.google.com/s2/favicons?domain=sokudoindia.com&sz=256,,https://www.sokudoindia.com,Electric scooters.,2026-09-13 10:27:57.967,2026-09-14 05:54:59.996
fb8f0019-7a84-49c6-809c-e8b512b5a66e,SPEEDWAYS,Speedways Electric,Speedways Electric,ACTIVE,https://www.google.com/s2/favicons?domain=speedwaysev.com&sz=256,,https://speedwaysev.com,"Electric passenger, utility, cargo and institutional vehicles, including three-wheelers and shuttle buses.",2026-09-13 10:27:57.95,2026-09-14 05:55:00.008
9bd90773-038f-427a-a41e-5ee720b5c263,SUZUKI_2W,Suzuki Motorcycle India Private Limited,Suzuki,ACTIVE,https://www.google.com/s2/favicons?domain=suzukimotorcycle.co.in&sz=256,,https://www.suzukimotorcycle.co.in,"Electric scooters including the e-ACCESS, launched for the Indian market in 2026.",2026-09-13 10:27:58.007,2026-09-14 05:55:00.035
